Surname,Count,
minja,9,
gyasauddina,9,
sarbina,9,
raso,9,
mojiburahamana,9,
bhaॉta,9,
sanatana,9,
begavani,9,
mushhara,9,
kumira,9,
masatara,9,
tajamina,9,
yatima,9,
shubhra,9,
chaurisaya,9,
somkara,9,
basika,9,
samiudina,9,
sainika,9,
kahakasa,9,
taphijula,9,
najmina,9,
kishavara,9,
taiyyaba,9,
kataka,9,
ramananda,9,
sagiruddina,9,
maramndi,9,
vaisha,9,
vaisa,9,
chamadiya,9,
samirauddina,9,
khudija,9,
hosda,9,
ramanatha,9,
isaraja,9,
lalaji,9,
niroja,9,
saidura,9,
kitabani,9,
zahiruddina,9,
tephuna,9,
ramaekavala,9,
satana,9,
maheshaka,9,
bhivanivala,9,
rupi,9,
dukhi,9,
hara,9,
chavi,9,
korariya,9,
bareriya,9,
chakma,9,
suryavamshi,9,
nurajama,9,
sahula,8,
kolha,8,
dhaneshvari,8,
sagupha,8,
ummehani,8,
hiro,8,
maida,8,
salamapuriya,8,
patave,8,
kubera,8,
bhagyashri,8,
masirudina,8,
nuravanu,8,
jatahi,8,
haseruna,8,
gulajabi,8,
mosesa,8,
haidaraali,8,
arasa,8,
mata,8,
purushotama,8,
mishara,8,
munachuna,8,
mehadina,8,
obedullaha,8,
tahasila,8,
bha.nta,8,
maima,8,
khairunisha,8,
aminauddina,8,
shaini,8,
pritikumari,8,
sukaruddina,8,
saimana,8,
shahajaho,8,
khatunasha,8,
jij~nasa,8,
hasarudina,8,
mokarima,8,
nabudana,8,
vajaudina,8,
nuranesha,8,
mahota,8,
firozi,8,
mayura,8,
pavani,8,
ma0,8,
vasumdhara,8,
hasila,8,
munima,8,
kalimudadina,8,
fiza,8,
diya,8,
asameruna,8,
bagadi,8,
naimullaha,8,
chamdu,8,
nausera,8,
savista,8,
rahavara,8,
gujana,8,
rahimauddina,8,
nuraisa,8,
sajaula,8,
ambarina,8,
shahajade,8,
bakhta,8,
mo0yunusa,8,
nauresa,8,
rakimauddina,8,
shajaha.n,8,
izaharula,8,
samma,8,
muharrama,8,
masleuddina,8,
baraiya,8,
sazada,8,
niketa,8,
subejana,8,
shyamalala,8,
nama,8,
taimula,8,
abuvakara,8,
rajagadhiya,8,
mojida,8,
bibhuti,8,
shukula,8,
dasaji,8,
shaiphullaha,8,
mojassima,8,
vasudeva,8,
shahena,8,
shamdila,8,
jaganarayana,8,
idamahamada,8,
konena,8,
ghanakara,8,
badamiya,8,
atifa,8,
surasati,8,
mehatarani,8,
satyakama,8,
habula,8,
majho,8,
jahula,8,
moiza,8,
govala,8,
chatuvedi,8,
mo0hasima,8,
shetha,8,
visara,8,
vilakesa,8,
virata,8,
tula,8,
saiyara,8,
kochara,8,
bajula,8,
subaida,8,
gahalota,8,
sahiruddina,8,
bargama,8,
ishamula,8,
pamdava,8,
subhamgi,8,
bajarula,8,
maso,8,
ashina,8,
bismila,8,
latika,8,
chaudahari,8,
bakakho,8,
ramabalaka,8,
sidhika,8,
pharija,8,
kabaruna,8,
zabbara,8,
rejanura,8,
bhado,8,
layaka,8,
chandradeva,8,
jamirauddina,8,
sahamuda,8,
amnasari,8,
devika,8,
robaida,8,
manjhi,8,
manipha,8,
subhahana,8,
chamdravashi,8,
shanaullaha,8,
kamarujjama.n,8,
humera,8,
sadiruddina,8,
patanu,8,
salema,8,
hemavrama,8,
morijavana,8,
jayanta,8,
dasharatha,8,
salekha,8,
sukara,8,
nasirudadina,8,
vasikurrahamana,8,
maini,8,
ajajula,8,
jaima,8,
naimuna,8,
samskrriti,8,
jayada,8,
sahabuna,8,
sarojani,8,
sainuddina,8,
nunudaya,8,
daulata,8,
laichi,8,
bhala,8,
shahala,8,
tabassuna,8,
gulabana,8,
sajabula,8,
nurashada,8,
rija,8,
pravija,8,
sababa,8,
haisada,8,
sajabina,8,
masarrata,8,
krripala,8,
vajaja,8,
sabu,8,
munnilala,8,
dapha,8,
sahevajana,8,
zaphiruddina,8,
kunda,8,
gulajaha.n,8,
chishti,8,
ataulaha,8,
sapharoja,8,
basila,8,
shanovara,8,
ano,8,
giyasudina,8,
bauddha,8,
nityananda,8,
baidhanatha,8,
salikha,8,
shiromani,8,
rakiya,8,
ido,8,
akuba,8,
rijabula,8,
viremdra,8,
pasha,8,
zahana,8,
nepali,8,
kuvera,8,
dinabandhu,8,
mishala,8,
baska,8,
asabuna,8,
sugani,8,
haiyata,8,
jariphula,8,
nudarata,8,
dakevi,8,
sih,8,
mosamima,8,
shamanaja,8,
0,8,
enayata,8,
nanaki,8,
buna,8,
vasamati,8,
araphana,8,
shatrudhana,8,
paravaja,8,
asirudina,8,
naimudadina,8,
sikalagara,8,
shahira,8,
nastara,8,
harilala,8,
baॉmsaphora,8,
namdalala,8,
gomsai,8,
saramada,8,
johari,8,
rahabari,8,
savvira,8,
mohammaddina,8,
rejabula,8,
shukaruddina,8,
tahamila,8,
munisha,8,
kumara],8,
samam,8,
kishaku,8,
kadevi,8,
`kumara,8,
aliakabara,8,
bhemgara,8,
sogari,8,
hiramuni,8,
ha.di,8,
soyava,8,
nurashama,8,
goladara,8,
tudi,8,
kadirana,8,
salphi,8,
taimura,8,
sahuba,8,
jhaj~na,8,
akima,8,
gyasaudina,8,
baruna,8,
sakula,8,
kamo,8,
devanti,8,
ramanaresha,8,
obha,8,
syala,8,
nasi,8,
basamati,8,
baki,8,
memula,8,
samimudina,8,
rahita,8,
premachamda,8,
turaja,8,
devapi,8,
intayaja,8,
jichiya,8,
harajina,8,
uvaida,8,
sabuddina,8,
vasifa,8,
haiya,8,
kadurana,8,
khara,8,
mo0husaina,8,
anuraja,8,
karamata,8,
bauku,8,
mumdala,8,
manashuri,8,
aujha,8,
taraphula,8,
amshika,8,
viyogi,8,
sonelala,8,
ijabula,8,
privina,8,
gulamahamada,8,
sachadeva,8,
jayavala,8,
mustaphija,8,
basake,8,
banaita,8,
tarannu,8,
asamula,8,
rabvani,8,
sabvira,8,
morasida,8,
mo0islama,8,
taibuna,8,
anni,8,
jehara,8,
masidana,8,
payaka,8,
bhamgi,8,
naumani,8,
gvaliya,8,
saiyuma,8,
khatunna,8,
najibula,8,
abujaphara,8,
baso,8,
maharshi,8,
yashmina,8,
kamaladeva,8,
nauraja,8,
hatuna,8,
gulu,8,
vatula,8,
phulodevi,8,
japhphara,8,
ravala,8,
shamashida,8,
rajanura,8,
hasirana,8,
sairunnisa,8,
suyeba,8,
saki,8,
rajavamsha,8,
tasirana,8,
sonatana,8,
paikara,8,
bhagamati,8,
luisa,8,
alami,8,
tarifa,8,
kariya,8,
aijula,8,
nasiya,8,
devila,8,
lalamohana,8,
vahana,8,
asaya,8,
maruka,8,
dadhi,8,
sahimana,8,
riki,8,
asapha,8,
nurapha,8,
sadanamda,8,
yavada,8,
jakiruddina,8,
alamu,8,
kuriyara,8,
alamuddina,8,
shahavana,8,
misatri,8,
samasujjama,8,
sakalena,8,
naushera,8,
alaphaja,8,
aladina,8,
khairudina,8,
kamarudvina,8,
kuumari,8,
nazani,8,
kasifa,8,
taslimuddina,8,
taiphuna,8,
sabetuna,8,
revi,8,
miyana,8,
aicha,8,
arvaja,8,
shai,8,
naurina,8,
pavasana,8,
batara,8,
apharana,8,
sajjama,8,
dilajaha.n,8,
oramgajeba,8,
slima,8,
nisana,8,
jafira,8,
sidhiki,8,
kakumara,8,
mojama,8,
salatana,8,
mashuma,8,
sajamula,8,
nuramahammada,8,
jahila,8,
phadara,8,
dhama,8,
ajagari,8,
minnati,8,
suvaida,8,
ranavira,8,
rokiya,8,
sushanta,8,
nurepha,8,
soina,8,
masakura,8,
aga,8,
hemaroma,8,
mahanaza,8,
baharudina,8,
phirdoshi,8,
jakki,8,
biremdra,8,
kuraseda,8,
basa,8,
girija,8,
ballabha,8,
safadara,8,
rakimudina,8,
gulaafasa,8,
khusanama,8,
sura,8,
nematulla,8,
salakina,8,
kishalaya,8,
kaimuddina,8,
satanarayana,8,
rajaulla,8,
chuni,8,
rajabhata,8,
semgara,8,
sariyata,8,
monafa,8,
devagana,8,
deya,8,
rvama,8,
khushabudina,8,
satyemdra,8,
ibadata,8,
khaduna,8,
ritadevi,8,
jaikaba,8,
manarula,8,
sahabudvina,8,
sajeruna,8,
jaibunisha,8,
dulariya,8,
khudaija,8,
khatari,8,
bandi,8,
sikendra,8,
mukunda,8,
vidha,8,
rahama,8,
mujhya,8,
amama,8,
faisara,8,
vidyavati,8,
rohi,8,
munilala,8,
sahnavaja,8,
imsana,8,
zarrina,8,
manakiya,8,
vrritiya,8,
dayavati,8,
jamiraudina,8,
vanaraita,8,
julesha,8,
madhusudana,8,
vallabha,8,
sukanya,8,
kurasi,8,
nasharula,8,
suryakanta,8,
sugavati,8,
deviba,8,
mulajima,8,
asirana,8,
ashthana,8,
vamsha,8,
naunaya,8,
udagara,8,
kumarima,8,
bigama,8,
gayasaudina,8,
jayamta,8,
isamudina,8,
taramana,8,
isalamaudina,8,
munavvara,8,
mukhyia,8,
garami,8,
sabnama,8,
mosataka,8,
sajala,8,
saeka,8,
tamima,8,
sabadara,8,
deu,8,
dullaha,8,
kindo,8,
bharti,8,
shagupha,8,
japhiruddina,8,
zakaullaha,8,
ganaura,8,
sabbara,8,
umada,8,
mayuri,8,
shrikanta,8,
shivanamdana,8,
papapu,8,
kumtri,8,
gori,8,
khemani,8,
shaveta,8,
amajadi,8,
anokha,8,
sukhali,8,
tasiruddina,8,
kailashi,8,
nuravano,8,
nijapuriya,8,
mogani,8,
moyunusa,8,
kalamdara,8,
bijaya,8,
pharuqa,8,
badarujama,8,
pamanani,8,
kanojiya,8,
amima,8,
mohamamada,8,
sohara,8,
mopharuka,8,
chaniya,8,
akhateruna,8,
mo0shamima,8,
pramjala,8,
amgada,8,
nainasi,8,
ila,8,
saurana,8,
kumarui,8,
moiuddina,8,
sinha.n,8,
itapharosa,8,
sulataniya.n,8,
luharuka,8,
pha,8,
tavvasuma,8,
ishupha,8,
shrivasva,8,
maina,8,
vishavkarma,8,
asaruna,8,
arahuliya,8,
yasami,8,
rayyana,8,
gufarana,8,
valima,8,
malilaka,8,
siri,8,
mohasana,8,
sabista,8,
enayatullaha,8,
partha,8,
musarrapha,8,
subhashini,8,
galiva,8,
ravisha,8,
aravina,8,
mushatakima,8,
hi,8,
haphijaudina,8,
darakhasa,8,
sahidani,8,
tanisha,8,
balama,8,
"khatuna,",8,
niyajula,8,
abdussalama,8,
vasake,8,
saguna,8,
tathagata,8,
meghana,8,
rugupta,8,
mobassira,8,
vimnda,8,
eharara,8,
masarapha,8,
pasamana,8,
ojira,8,
sanoja,8,
sudamiya,8,
pabhakara,8,
faraha,8,
apharida,8,
dhoshala,8,
durgesha,8,
chunamuna,8,
amola,8,
mozahida,8,
laituna,8,
savida,8,
pura,8,
sadata,8,
bhuto,8,
hairani,8,
bachani,8,
samdila,8,
vasamta,8,
majalisa,8,
shahiba,8,
abadulaha,8,
shravastava,8,
prakrriti,8,
nagendra,8,
hamidula,8,
shahama,8,
riddhi,8,
hopanamaya,8,
nasipha,8,
tamijana,8,
hasanu,8,
saphadara,8,
koyali,8,
khauna,8,
malilka,8,
mosavira,8,
bishavasa,8,
kamarunnisa,8,
gulaphashana,8,
kujada,8,
srvanakara,8,
koirala,8,
rajabansi,8,
paramila,8,
sayana,8,
mamdali,8,
devagara,8,
maradaniya,8,
bhusakuliya,8,
sharafata,8,
hasibana,8,
jhuna,8,
turaham,7,
pharajina,7,
nitukumari,7,
majo,7,
kabiruddina,7,
sarvana,7,
idisa,7,
kakkada,7,
ramajatana,7,
daragahi,7,
priyardashani,7,
ma.ndala,7,
sunni,7,
hazama,7,
najbina,7,
naso,7,
rajavula,7,
begma,7,
kamaru,7,
bachchi,7,
sajirana,7,
mamjarula,7,
isaratajaha.n,7,
kiranakumari,7,
khasana,7,
sidvartha,7,
rajula,7,
moiliyasa,7,
sahane,7,
rrisideva,7,
taraveja,7,
sekhara,7,
dharmanatha,7,
shamasujjama,7,
parijata,7,
khalilurrahamana,7,
jalamudina,7,
mija,7,
shabudina,7,
bhadra,7,
kattuna,7,
jiyaurahamana,7,
rajamahamada,7,
bhusana,7,
mosami,7,
suryamani,7,
umakamta,7,
duggala,7,
suratiya,7,
samtu,7,
kamdulana,7,
abhirama,7,
nalina,7,
bhashakara,7,
ajjama,7,
rakha,7,
kumnari,7,
naimi,7,
jha.n,7,
mujatava,7,
kanhaiyalala,7,
jojo,7,
gulli,7,
kimkara,7,
lagani,7,
kamjada,7,
phakharudvina,7,
asatana,7,
mauchi,7,
supriti,7,
mosaphira,7,
akida,7,
javula,7,
uvesha,7,
gulahasana,7,
saphatullaha,7,
makavula,7,
mushkana,7,
thakur,7,
azamatullaha,7,
bhima,7,
moktara,7,
sukamariya,7,
pimdata,7,
hembrana,7,
kisavara,7,
somi,7,
muphida,7,
parvena,7,
rmurmu,7,
atisha,7,
pravira,7,
kumrri,7,
rasa,7,
asiraudina,7,
pharamuddina,7,
mehta,7,
jamgi,7,
vajiphana,7,
japharudina,7,
motaliba,7,
ula,7,
yakupha,7,
gulavi,7,
taigora,7,
krrishnakamta,7,
somya,7,
gada,7,
munataja,7,
amvashtha,7,
matima,7,
mojasima,7,
prada,7,
meharudadina,7,
vachchana,7,
vyapari,7,
khanni,7,
nurujjama,7,
farukha,7,
mahemdra,7,
maniraudina,7,
pasuna,7,
suremdra,7,
basko,7,
mashina,7,
bhagamani,7,
japhirudina,7,
baisara,7,
paravani,7,
arohi,7,
hashina,7,
sathi,7,
shamta,7,
nasiva,7,
shamasida,7,
alipha,7,
dephvi,7,
bharadraja,7,
u,7,
rullaha,7,
tiku,7,
mostkima,7,
motijana,7,
mohiva,7,
mehamani,7,
sharphi,7,
tulaha,7,
sirajana,7,
sujala,7,
yakina,7,
basafora,7,
vabu,7,
phulamohammada,7,
vilala,7,
arra,7,
jivacha,7,
upava,7,
azizula,7,
julaphukara,7,
chu.dihara,7,
santara,7,
janati,7,
ramaprasada,7,
imtesara,7,
mo0iraphana,7,
nubahara,7,
keyamudina,7,
kamarunanisha,7,
nausaba,7,
rahamuddina,7,
joshanara,7,
chela,7,
kaushalendra,7,
mamgaradaita,7,
masaruddina,7,
jarara,7,
ladiya,7,
chairasiya,7,
vishvasi,7,
mamdi,7,
suryakamta,7,
dhamdhaniya,7,
ajarudina,7,
sirajauddina,7,
biru,7,
vanavasi,7,
chatuverdi,7,
nuraseba,7,
uveda,7,
karmashila,7,
gulanehara,7,
himdi,7,
ramadei,7,
prashuna,7,
sahano,7,
tijiya,7,
savanaja,7,
tajalli,7,
bhagalu,7,
sobara,7,
dharmadeva,7,
ndevi,7,
sumi,7,
sharphadina,7,
prashara,7,
kumarasaha,7,
gari,7,
baiga,7,
tabvasuma,7,
hananana,7,
maladara,7,
jalisha,7,
mohara,7,
moasagara,7,
manibhushana,7,
mophiroja,7,
gandha,7,
arsadi,7,
javada,7,
gazala,7,
jjama,7,
saveruna,7,
samasu,7,
sina,7,
darpana,7,
binada,7,
svapnila,7,
inteyaja,7,
kano.diya,7,
baphana,7,
chitalamgiya,7,
jaibunanisha,7,
sapharudina,7,
prabhakarana,7,
jagatanarayana,7,
siddhamta,7,
manni,7,
jamaludvina,7,
osi,7,
svastika,7,
pevina,7,
shavari,7,
sonakshi,7,
akalina,7,
ramayana,7,
sanamatiya,7,
vadiujjama,7,
mairaja,7,
minahajuddina,7,
shajjada,7,
jarifa,7,
saraphu,7,
prashamsa,7,
piyadarshani,7,
sauhela,7,
kamare,7,
kasturi,7,
bagadiya,7,
murali,7,
kunvara,7,
saharabano,7,
bigani,7,
samga,7,
naika,7,
rrishu,7,
tola,7,
mahacharya,7,
takadirana,7,
valiya,7,
ga.nya,7,
mo0isaraila,7,
qasami,7,
husnaina,7,
~nivedi,7,
julaphikara,7,
kisko,7,
jaliphana,7,
vasa,7,
ja.cha,7,
miradha,7,
janaba,7,
ajula,7,
manobara,7,
fakaruddina,7,
mursarata,7,
nishaha,7,
monabbara,7,
ekaka,7,
janama,7,
vaॉtara,7,
momustaka,7,
habanura,7,
mophijudina,7,
kusumalata,7,
faizala,7,
mohiudadina,7,
musilama,7,
lauhara,7,
anamnda,7,
jakhada,7,
sajajada,7,
anikula,7,
nuhu,7,
amsura,7,
moali,7,
abhiraja,7,
jiyarata,7,
sonava,7,
jayaguna,7,
tahamuna,7,
bideva,7,
jahedi,7,
haji,7,
mahavuva,7,
jametuna,7,
maijudina,7,
rajama,7,
darakhsha,7,
saravina,7,
amazada,7,
janisara,7,
bha,7,
najbula,7,
baraki,7,
moliya,7,
makki,7,
mogala,7,
trrisha,7,
asahada,7,
takira,7,
raibuna,7,
purna,7,
bhuneshvara,7,
narasimha,7,
pentara,7,
sairabano,7,
bejama,7,
subaira,7,
alishana,7,
behera,7,
sukrriti,7,
mujassama,7,
safina,7,
pharatula,7,
anajari,7,
ajamena,7,
atimana,7,
sabena,7,
sabeka,7,
pravi,7,
koshila,7,
summi,7,
amaravati,7,
alisana,7,
amahada,7,
shadava,7,
maimunisha,7,
pranaya,7,
mamjida,7,
ravesa,7,
alasaruna,7,
madanala,7,
sahuna,7,
gamgotri,7,
jarraha,7,
hamarama,7,
nashada,7,
idisha,7,
mahetalata,7,
saphiuddina,7,
ajanabi,7,
memstara,7,
hushnaara,7,
mamshura,7,
ashiqa,7,
abulakalama,7,
chodari,7,
moazzama,7,
habibura,7,
musahida,7,
pamara,7,
umra,7,
najaya,7,
jamana,7,
khurarshida,7,
ramaishvara,7,
jayashamkara,7,
rata,7,
cha,7,
maviya,7,
tahajiva,7,
keyu,7,
piyusa,7,
jiyarula,7,
tarikula,7,
chode,7,
akalama,7,
haijuna,7,
rajavira,7,
joharana,7,
yamina,7,
mataliva,7,
hari0,7,
lalamani,7,
kalasha,7,
phekiya,7,
bhimasariya,7,
taraita,7,
nurajahamna,7,
namdita,7,
kumari],7,
simdhaniya,7,
samartha,7,
mamjhii,7,
tausima,7,
jalaso,7,
baukai,7,
gulaaphasa,7,
uneja,7,
mahajidana,7,
yogemdra,7,
satyam,7,
alatamasha,7,
nagami,7,
ekaramudina,7,
nigaha,7,
samajida,7,
ijhara,7,
majjo,7,
mamjhika,7,
ramakanta,7,
chakrapani,7,
saburana,7,
gara,7,
gambhira,7,
sallama,7,
paroi,7,
tamjira,7,
sikalaga.dha,7,
julaikha,7,
rushtama,7,
gulasaba,7,
salami,7,
saphirudina,7,
galo,7,
bihara,7,
niyajuddina,7,
lalavanu,7,
phudiya,7,
tabesuma,7,
anajuna,7,
buddina,7,
rajakapura,7,
mitu,7,
bela,7,
aphashara,7,
hemvarama,7,
buchani,7,
chandraprakasha,7,
ramachamdara,7,
inasara,7,
tejasvini,7,
shaॉva,7,
jamili,7,
habibulla,7,
asaruddina,7,
israti,7,
savi,7,
hesamudina,7,
masihana,7,
atiya,7,
rashi,7,
mosama,7,
moharila,7,
kahakasam,7,
ramina,7,
nurajanata,7,
jabadula,7,
sanaja,7,
maiharuna,7,
ajamulaha,7,
haramuja,7,
rajaura,7,
paritosha,7,
papu,7,
jadava,7,
j~nanesha,7,
sinduriya,7,
gopalaji,7,
mostakina,7,
kumatri,7,
bisamillaha,7,
rahamuna,7,
samyukta,7,
paravati,7,
phulakali,7,
devananda,7,
shivaraja,7,
samamta,7,
chaina,7,
vapha,7,
sayeka,7,
ajiza,7,
ba.di,7,
mahani,7,
sabinaja,7,
soleha,7,
nevajana,7,
tasovara,7,
rabbo,7,
rajaja,7,
sampatiya,7,
gadu,7,
mikki,7,
devio,7,
majita,7,
ashokakumara,7,
rikatuna,7,
maiti,7,
amirana,7,
tamjima,7,
danavara,7,
phaiza,7,
kumariya,7,
inajaruna,7,
khabiruddina,7,
jamasida,7,
sovaratana,7,
enudina,7,
rinku,7,
raishi,7,
ka.nara,7,
nadina,7,
nurajannata,7,
phako,7,
sajjata,7,
arshadi,7,
beda,7,
haibuna,7,
ahashana,7,
jasamuna,7,
sahvaja,7,
chintu,7,
tamjida,7,
hadika,7,
marachi,7,
musai,7,
kamaimta,7,
shulemana,7,
gazi,7,
auvala,7,
aphiya,7,
shabarina,7,
jakera,7,
yadacha,7,
yahya,7,
jamaludadina,7,
shriya,7,
sanajara,7,
ushamana,7,
saramadi,7,
shatuna,7,
muntashira,7,
naisada,7,
motiura,7,
kriti,7,
nuraaina,7,
gosami,7,
palanu,7,
paini,7,
tajira,7,
sadaka,7,
vidhasagara,7,
chandrama,7,
premachandra,7,
shaharoja,7,
mushatapha,7,
ismata,7,
rokhashana,7,
raphiudina,7,
liliya,7,
jvala,7,
paina,7,
bujuraga,7,
shiraja,7,
rubbana,7,
ranidevi,7,
sujana,7,
nabiba,7,
majiba,7,
alisera,7,
rudina,7,
shambhunatha,7,
taimuna,7,
najirula,7,
minya,7,
sarakhela,7,
savani,7,
bhada,7,
samatullaha,7,
niso,7,
rajaudina,7,
mahejabina,7,
marakamde,7,
vartika,7,
sobha,7,
manjura,7,
pharaguna,7,
kashmiri,7,
ramapavesha,7,
ilama,7,
kumarata,7,
amjumaara,7,
anandi,7,
privana,7,
tamijauddina,7,
dipamjali,7,
nasarudadina,7,
nisata,7,
aesa,7,
japhula,7,
buchchi,7,
jamima,7,
darbe,7,
chetu,7,
zamala,7,
phajale,7,
tammane,7,
dravi,7,
khadana,7,
lalavati,7,
minata,7,
ranavijaya,7,
memhata,7,
suaiva,7,
bigana,7,
ramajhari,7,
amaluddina,7,
ziyaula,7,
tivarevala,7,
remi,7,
tamboli,7,
hasabina,7,
jakina,7,
shadamani,7,
nadiya,7,
monasira,7,
jakima,7,
rubinaja,7,
siramana,7,
kashira,7,
khairati,7,
natho,7,
sadha,7,
kauda,7,
mikhaila,7,
raphayala,7,
thakuri,7,
nikhara,7,
jiyaulahaka,7,
rajala,7,
raphila,7,
dalamiyam,7,
atauddina,7,
alakamara,7,
jenuddina,7,
ada,7,
vatara,7,
sabarunnesa,7,
dilanura,7,
sariphuna,7,
josana,7,
avesa,7,
ubaisa,7,
chadava,7,
jayakishuna,7,
philipa,7,
yuma,7,
akhila,7,
maragamaya,7,
sandilya,7,
mukumda,7,
mobasira,7,
habila,7,
navida,7,
khattana,7,
pamta,7,
sukula,7,
tahaziba,7,
ridana,7,
sampharaja,7,
bhattacharji,7,
potadara,7,
rajukumara,7,
khapara,7,
ummi,7,
chunana,7,
baisa,7,
shamsi,7,
ashi,7,
varasiya,7,
madhurani,7,
yaja,7,
anavala,7,
suraina,7,
rikatana,7,
loyalaka,7,
payadava,7,
bikau,7,
tvimkala,7,
shumana,7,
takima,7,
bhasakara,7,
sudhari,7,
brajakishora,7,
abhishekha,7,
khushanadi,7,
meharuba,7,
bisavasa,7,
nurasi,7,
dayashamkara,7,
ishrafila,7,
raraya,7,
god,7,
sakaruddina,7,
janu,7,
jayeda,7,
nadavi,7,
muskina,7,
shyamakishora,7,
dhadi,7,
vadadhariya,7,
kumarapasavana,7,
faraza,7,
hemaraja,7,
nasaruddvina,7,
gosha,7,
bajaramgi,7,
shamar,6,
savanura,6,
mahabuva,6,
dvija,6,
shu,6,
ananta,6,
pamkhuri,6,
maujiva,6,
sarabano,6,
dropati,6,
ishakha,6,
resa,6,
bhimaseriya,6,
lela,6,
rusi,6,
khjatuna,6,
umani,6,
chaudheri,6,
disha,6,
mosagira,6,
samadara,6,
surina,6,
tivadevala,6,
tetana,6,
khursada,6,
shivarama,6,
karyom,6,
rasada,6,
mandi,6,
muriyara,6,
nurajaha.nna,6,
rahmati,6,
kumatra,6,
mintullaha,6,
bakshi,6,
ghosi,6,
saiphulaha,6,
kammara,6,
sarajuna,6,
safiullaha,6,
motiphula,6,
bhojani,6,
sahadeva,6,
'devi,6,
nago,6,
mursharata,6,
samatoliya,6,
najabullaha,6,
abuzara,6,
sarasahaya,6,
nijamuddhina,6,
avadulaha,6,
phulena,6,
nurajamala,6,
najjo,6,
rupala,6,
baleshvara,6,
ukhatuna,6,
subhavati,6,
saphirula,6,
majju,6,
kainata,6,
nanu,6,
sa.ngata,6,
shikhara,6,
aphana,6,
kalamaudina,6,
tuteja,6,
aliahamada,6,
nabirasula,6,
rikhayasana,6,
lari,6,
paravata,6,
raphiullaha,6,
j~na,6,
madisha,6,
roveda,6,
ramasharana,6,
saisata,6,
gosiya,6,
asamam,6,
kumario,6,
shatakshi,6,
pasana,6,
harekrrishna,6,
kutubadina,6,
phayyaja,6,
jaiphuna,6,
huka,6,
sahhnadi,6,
shobharani,6,
kumoda,6,
baksi,6,
jaishavala,6,
godavari,6,
murateja,6,
taphajjula,6,
nnesha,6,
khavasa,6,
pinki,6,
sojima,6,
majhi.n,6,
madika,6,
maramgamoya,6,
deviva,6,
rubena,6,
paradeshi,6,
lakshamina,6,
riphaata,6,
tamila,6,
phakaru,6,
ulaphana,6,
sufi,6,
hatave,6,
shrivava,6,
dayanamda,6,
kayala,6,
khuatana,6,
indra,6,
agnahotri,6,
nuraja.nha,6,
meruna,6,
somiya,6,
abdussamada,6,
ajalama,6,
monisha,6,
bimjarajaka,6,
shokha,6,
ahalubaliya,6,
akashadipa,6,
salimullaha,6,
sharmom,6,
mustara,6,
',6,
ridhi,6,
modassara,6,
mojakira,6,
zamana,6,
phamsisa,6,
adina,6,
isteyaja,6,
sadaa,6,
prinsa,6,
shitali,6,
miyau,6,
sulabha,6,
kumarasharma,6,
rauphana,6,
lokesha,6,
joya,6,
chamdaka,6,
momamjura,6,
shriprakasha,6,
valida,6,
sohina,6,
shamasheda,6,
mogulaba,6,
ehateshamuddina,6,
mamzura,6,
shrivati,6,
shivalala,6,
bijaka,6,
sidvaki,6,
vamshakhora,6,
sajamera,6,
dhali,6,
saphaja,6,
saidara,6,
savaha,6,
kadila,6,
saphiulla,6,
chamdaravamshi,6,
badaruddoja,6,
kuramana,6,
jasiya,6,
isu,6,
rukamini,6,
ruddina,6,
taslimana,6,
saimullaha,6,
maimudina,6,
vamshala,6,
dutta,6,
pamdala,6,
rashidi,6,
digvijaya,6,
satira,6,
sakhiya,6,
ajamulla,6,
navihana,6,
keyamuddina,6,
sharamina,6,
revati,6,
aseruna,6,
maniyara,6,
trrishna,6,
jibachi,6,
mainuudina,6,
manaura,6,
rkana,6,
ga.deri,6,
bavita,6,
padama,6,
enama,6,
jetali,6,
amisa,6,
phatakaniya,6,
rayena,6,
motabana,6,
harikishora,6,
najiullaha,6,
kurariyara,6,
khatunba,6,
vatsyayana,6,
rajaba.nsi,6,
kumakara,6,
bedami,6,
sagina,6,
yashapala,6,
bamabama,6,
raisula,6,
sheraza,6,
rudala,6,
zulfakara,6,
gaudi,6,
amvara,6,
negi,6,
serajaudina,6,
subhadra,6,
shyamasumdara,6,
khessa,6,
mokalama,6,
tarabeja,6,
laugi,6,
sinu,6,
aulada,6,
bhomika,6,
kumarti,6,
minni,6,
baubi,6,
suradasa,6,
gulajariya,6,
malabhogiya,6,
moraphika,6,
ramanuja,6,
lakshmikanta,6,
dani,6,
saraphodina,6,
ditya,6,
sanira,6,
biltu,6,
rijavani,6,
rajakirana,6,
kroda,6,
sutara,6,
sautara,6,
paika,6,
samgahi,6,
suhaiba,6,
baina,6,
shantidevi,6,
