jan_acpbno,ac_number,JAN_PB,delby_booth_janrolls,AC_Name,WON_2020,_2020_Margin_Absolute,_2020_Margin_Percentage,party_name,votes,share
19|132,19,132,457,Motihari,BJP,14645,0.0800,IND,4,0.8
19|77,19,77,545,Motihari,BJP,14645,0.0800,BJP,206,40.39
181|322,181,322,312,Digha,BJP,46073,0.2700,IND,1,0.36
158|169,158,169,346,Nathnagar,RJD,7756,0.0400,IND,7,1.17
158|184,158,184,307,Nathnagar,RJD,7756,0.0400,IND,4,1.39
158|192,158,192,319,Nathnagar,RJD,7756,0.0400,INC,236,30.14
19|78,19,78,336,Motihari,BJP,14645,0.0800,IND,5,0.8
181|325,181,325,500,Digha,BJP,46073,0.2700,BJP,336,61.99
181|339,181,339,381,Digha,BJP,46073,0.2700,BJP,235,66.01
181|336,181,336,316,Digha,BJP,46073,0.2700,INC,201,40.36
181|352,181,352,327,Digha,BJP,46073,0.2700,BJP,64,47.76
19|137,19,137,617,Motihari,BJP,14645,0.0800,IND,2,0.39
19|81,19,81,463,Motihari,BJP,14645,0.0800,BJP,460,65.34
19|138,19,138,576,Motihari,BJP,14645,0.0800,BJP,351,87.53
19|152,19,152,389,Motihari,BJP,14645,0.0800,BJP,349,59.15
181|345,181,345,381,Digha,BJP,46073,0.2700,INC,120,36.14
158|192,158,192,319,Nathnagar,RJD,7756,0.0400,IND,9,1.15
159|317,159,317,324,Amarpur,JDU,3114,0.0200,RJD,104,34.1
181|399,181,399,318,Digha,BJP,46073,0.2700,IND,4,0.75
181|94,181,94,304,Digha,BJP,46073,0.2700,BJP,104,20.76
161|27,161,27,401,Banka,BJP,16828,0.1100,JD(U),307,51.08
182|70,182,70,334,Bankipur,BJP,39036,0.2800,BJP,269,60.72
181|352,181,352,327,Digha,BJP,46073,0.2700,IND,0,0
19|160,19,160,429,Motihari,BJP,14645,0.0800,BJP,295,87.02
161|36,161,36,407,Banka,BJP,16828,0.1100,JD(U),501,77.92
19|85,19,85,342,Motihari,BJP,14645,0.0800,BJP,29,7.21
181|94,181,94,304,Digha,BJP,46073,0.2700,IND,0,0
186|314,186,314,425,Danapur,RJD,15924,0.0900,BJP,253,67.65
19|160,19,160,429,Motihari,BJP,14645,0.0800,VIP,39,11.5
19|85,19,85,342,Motihari,BJP,14645,0.0800,VIP,358,89.05
182|70,182,70,334,Bankipur,BJP,39036,0.2800,IND,0,0
181|356,181,356,313,Digha,BJP,46073,0.2700,INC,161,38.33
161|36,161,36,407,Banka,BJP,16828,0.1100,SP,5,0.78
19|177,19,177,313,Motihari,BJP,14645,0.0800,BJP,360,55.64
181|358,181,358,325,Digha,BJP,46073,0.2700,INC,407,61.02
186|76,186,76,350,Danapur,RJD,15924,0.0900,BJP,205,38.97
163|38,163,38,313,Belhar,JDU,2473,0.0100,IND,11,2.03
173|127,173,127,328,Rajgir,JDU,16048,0.1000,SKVP,1,0.17
186|317,186,317,408,Danapur,RJD,15924,0.0900,JVM,3,0.52
186|76,186,76,350,Danapur,RJD,15924,0.0900,RJD,302,57.41
19|179,19,179,327,Motihari,BJP,14645,0.0800,IND,5,1.02
19|183,19,183,355,Motihari,BJP,14645,0.0800,IND,3,0.54
19|86,19,86,421,Motihari,BJP,14645,0.0800,IND,1,0.23
181|107,181,107,353,Digha,BJP,46073,0.2700,INC,418,76.84
19|73,19,73,333,Motihari,BJP,14645,0.0800,BJP,408,55.14
19|73,19,73,333,Motihari,BJP,14645,0.0800,IND,6,0.81
19|77,19,77,545,Motihari,BJP,14645,0.0800,IND,5,0.98
186|329,186,329,415,Danapur,RJD,15924,0.0900,RJD,217,35.17
186|76,186,76,350,Danapur,RJD,15924,0.0900,JVM,1,0.19
188|313,188,313,308,Phulwari,CPI(ML),13857,0.0700,JVM,10,1.5
181|114,181,114,358,Digha,BJP,46073,0.2700,BJP,434,81.58
188|313,188,313,308,Phulwari,CPI(ML),13857,0.0700,RJD,235,35.23
19|87,19,87,541,Motihari,BJP,14645,0.0800,VIP,443,55.65
19|96,19,96,414,Motihari,BJP,14645,0.0800,BJP,408,66.78
194|283,194,283,381,Arrah,BJP,3002,0.0200,BJP,248,65.61
188|60,188,60,315,Phulwari,CPI(ML),13857,0.0700,JVM,12,1.35
196|3,196,3,374,Tarari,CPI(ML),11015,0.0700,CPI(ML)(L),276,41.82
19|124,19,124,376,Motihari,BJP,14645,0.0800,IND,2,0.42
198|87,198,87,605,Shahpur,RJD,22883,0.1500,IND,3,2.29
19|125,19,125,554,Motihari,BJP,14645,0.0800,IND,5,0.9
20|180,20,180,343,Chiraiya,BJP,16874,0.1000,JD(U),85,21.57
228|266,228,266,342,Barachatti,HAM,6318,0.0300,BSP,2,0.37
26|180,26,180,346,Sursand,JDU,8876,0.0500,IND,8,1.88
19|128,19,128,554,Motihari,BJP,14645,0.0800,BJP,416,65.72
19|78,19,78,336,Motihari,BJP,14645,0.0800,BJP,322,51.44
27|190,27,190,302,Bajpatti,RJD,2704,0.0200,RJD,186,34.32
19|128,19,128,554,Motihari,BJP,14645,0.0800,VIP,206,32.54
28|110,28,110,504,Sitamarhi,BJP,11475,0.0600,RJD,117,24.63
19|133,19,133,330,Motihari,BJP,14645,0.0800,BJP,368,84.02
19|139,19,139,353,Motihari,BJP,14645,0.0800,VIP,98,15.34
29|246,29,246,315,Runnisaidpur,JDU,24629,0.1700,JD(U),199,46.06
19|81,19,81,463,Motihari,BJP,14645,0.0800,VIP,229,32.53
19|83,19,83,457,Motihari,BJP,14645,0.0800,BJP,478,69.08
19|141,19,141,409,Motihari,BJP,14645,0.0800,VIP,51,12.5
19|87,19,87,541,Motihari,BJP,14645,0.0800,BJP,314,39.45
19|88,19,88,335,Motihari,BJP,14645,0.0800,BJP,410,63.76
29|284,29,284,324,Runnisaidpur,JDU,24629,0.1700,JD(U),32,9.01
191|6,191,6,425,Bikram,INC,35460,0.2000,BJP,236,35.54
194|250,194,250,326,Arrah,BJP,3002,0.0200,CPI(ML)(L),31,8.05
29|284,29,284,324,Runnisaidpur,JDU,24629,0.1700,RJD,285,80.28
19|144,19,144,305,Motihari,BJP,14645,0.0800,BJP,392,63.84
186|314,186,314,425,Danapur,RJD,15924,0.0900,RJD,93,24.87
3|139,3,139,360,Narkatiaganj,BJP,21134,0.1300,IND,2,1.09
20|180,20,180,343,Chiraiya,BJP,16874,0.1000,RJD,270,68.53
30|10,30,10,309,Belsand,RJD,13685,0.1000,RJD,468,72.56
181|119,181,119,393,Digha,BJP,46073,0.2700,INC,105,21.3
186|317,186,317,408,Danapur,RJD,15924,0.0900,BJP,243,42.19
181|194,181,194,340,Digha,BJP,46073,0.2700,INC,319,52.3
186|85,186,85,448,Danapur,RJD,15924,0.0900,BJP,498,76.5
181|213,181,213,461,Digha,BJP,46073,0.2700,IND,9,2.01
31|166,31,166,304,Harlakhi,JDU,17593,0.1100,IND,10,1.5
241|94,241,94,332,Jamui,BJP,41049,0.2300,BSP,404,67.56
37|66,37,66,334,Rajnagar,BJP,19121,0.1100,VIP,45,17.58
19|122,19,122,670,Motihari,BJP,14645,0.0800,BJP,357,71.26
19|132,19,132,457,Motihari,BJP,14645,0.0800,VIP,282,56.74
19|153,19,153,459,Motihari,BJP,14645,0.0800,BJP,389,64.83
19|137,19,137,617,Motihari,BJP,14645,0.0800,BJP,410,80.55
25|172,25,172,337,Parihar,BJP,1569,0.0100,IND,31,5.14
19|139,19,139,353,Motihari,BJP,14645,0.0800,IND,2,0.31
19|163,19,163,558,Motihari,BJP,14645,0.0800,BJP,316,73.15
25|172,25,172,337,Parihar,BJP,1569,0.0100,RJD,50,8.29
19|152,19,152,389,Motihari,BJP,14645,0.0800,VIP,220,37.29
19|153,19,153,459,Motihari,BJP,14645,0.0800,IND,7,1.17
19|163,19,163,558,Motihari,BJP,14645,0.0800,IND,1,0.23
26|178,26,178,313,Sursand,JDU,8876,0.0500,IND,21,3
19|170,19,170,448,Motihari,BJP,14645,0.0800,VIP,300,58.37
28|110,28,110,504,Sitamarhi,BJP,11475,0.0600,IND,1,0.21
19|155,19,155,355,Motihari,BJP,14645,0.0800,BJP,294,52.5
39|163,39,163,301,Phulparas,JDU,10966,0.0600,BSP,4,1.11
19|160,19,160,429,Motihari,BJP,14645,0.0800,IND,0,0
28|136,28,136,457,Sitamarhi,BJP,11475,0.0600,RJD,523,94.4
19|170,19,170,448,Motihari,BJP,14645,0.0800,IND,2,0.39
181|305,181,305,451,Digha,BJP,46073,0.2700,INC,63,23.86
19|185,19,185,392,Motihari,BJP,14645,0.0800,IND,0,0
181|324,181,324,306,Digha,BJP,46073,0.2700,IND,1,0.22
28|151,28,151,324,Sitamarhi,BJP,11475,0.0600,JD(U),408,44.93
19|110,19,110,322,Motihari,BJP,14645,0.0800,BJP,515,82.53
181|326,181,326,375,Digha,BJP,46073,0.2700,BJP,308,66.67
19|124,19,124,376,Motihari,BJP,14645,0.0800,BJP,345,71.73
3|264,3,264,311,Narkatiaganj,BJP,21134,0.1300,IND,10,1.46
39|163,39,163,301,Phulparas,JDU,10966,0.0600,JD(U),199,55.28
19|177,19,177,313,Motihari,BJP,14645,0.0800,IND,6,0.93
181|328,181,328,334,Digha,BJP,46073,0.2700,INC,363,57.08
163|44,163,44,502,Belhar,JDU,2473,0.0100,RJD,110,25.4
19|178,19,178,375,Motihari,BJP,14645,0.0800,IND,1,0.18
19|124,19,124,376,Motihari,BJP,14645,0.0800,VIP,121,25.16
3|264,3,264,311,Narkatiaganj,BJP,21134,0.1300,JD(U),51,7.43
181|329,181,329,465,Digha,BJP,46073,0.2700,IND,0,0
19|178,19,178,375,Motihari,BJP,14645,0.0800,VIP,238,42.12
19|126,19,126,467,Motihari,BJP,14645,0.0800,VIP,424,80.3
30|10,30,10,309,Belsand,RJD,13685,0.1000,IND,5,0.78
30|207,30,207,382,Belsand,RJD,13685,0.1000,IND,2,0.56
30|34,30,34,303,Belsand,RJD,13685,0.1000,JD(U),170,32.57
19|183,19,183,355,Motihari,BJP,14645,0.0800,VIP,123,22.2
19|127,19,127,324,Motihari,BJP,14645,0.0800,BJP,48,7.56
181|336,181,336,316,Digha,BJP,46073,0.2700,BJP,282,56.63
19|127,19,127,324,Motihari,BJP,14645,0.0800,IND,9,1.42
19|74,19,74,425,Motihari,BJP,14645,0.0800,IND,0,0
19|76,19,76,325,Motihari,BJP,14645,0.0800,VIP,121,20.61
30|79,30,79,301,Belsand,RJD,13685,0.1000,IND,14,2.39
19|128,19,128,554,Motihari,BJP,14645,0.0800,IND,2,0.32
19|78,19,78,336,Motihari,BJP,14645,0.0800,VIP,281,44.89
19|137,19,137,617,Motihari,BJP,14645,0.0800,VIP,78,15.32
19|82,19,82,367,Motihari,BJP,14645,0.0800,IND,1,0.12
19|140,19,140,454,Motihari,BJP,14645,0.0800,IND,0,0
30|79,30,79,301,Belsand,RJD,13685,0.1000,RJD,350,59.83
19|94,19,94,441,Motihari,BJP,14645,0.0800,BJP,518,82.35
19|140,19,140,454,Motihari,BJP,14645,0.0800,VIP,34,9.5
191|20,191,20,357,Bikram,INC,35460,0.2000,JVM,6,0.87
19|144,19,144,305,Motihari,BJP,14645,0.0800,VIP,196,31.92
196|3,196,3,374,Tarari,CPI(ML),11015,0.0700,IND,7,1.06
19|158,19,158,559,Motihari,BJP,14645,0.0800,IND,0,0
196|5,196,5,349,Tarari,CPI(ML),11015,0.0700,CPI(ML)(L),194,28.96
31|10,31,10,306,Harlakhi,JDU,17593,0.1100,BJP,209,44.47
19|159,19,159,371,Motihari,BJP,14645,0.0800,BJP,277,77.81
32|120,32,120,305,Benipatti,BJP,32652,0.2100,RJD,21,7.58
33|208,33,208,305,Khajauli,BJP,22689,0.1200,BSP,16,2.27
181|346,181,346,312,Digha,BJP,46073,0.2700,INC,183,55.79
20|239,20,239,337,Chiraiya,BJP,16874,0.1000,JD(U),232,55.37
181|358,181,358,325,Digha,BJP,46073,0.2700,BJP,215,32.23
216|120,216,120,332,Jehanabad,RJD,33902,0.2200,BSP,137,23.62
43|135,43,135,459,Supaul,JDU,28099,0.1700,NOTA,3,0.9
241|100,241,100,309,Jamui,BJP,41049,0.2300,BSP,350,81.21
176|158,176,158,374,Nalanda,JDU,16077,0.1000,CPI(ML)(L),59,10.42
178|157,178,157,339,Mokama,RJD,35757,0.2500,IND,4,0.8
243|60,243,60,340,Chakai,IND,581,0.0000,RJD,18,3.03
181|114,181,114,358,Digha,BJP,46073,0.2700,INC,86,16.17
181|142,181,142,401,Digha,BJP,46073,0.2700,BJP,234,64.29
28|108,28,108,503,Sitamarhi,BJP,11475,0.0600,IND,0,0
181|181,181,181,394,Digha,BJP,46073,0.2700,INC,415,83.67
19|161,19,161,362,Motihari,BJP,14645,0.0800,VIP,27,9.93
181|181,181,181,394,Digha,BJP,46073,0.2700,IND,3,0.6
19|75,19,75,634,Motihari,BJP,14645,0.0800,BJP,350,57.1
19|167,19,167,598,Motihari,BJP,14645,0.0800,BJP,436,81.04
28|136,28,136,457,Sitamarhi,BJP,11475,0.0600,IND,1,0.18
5|240,5,240,400,Lauriya,BJP,29004,0.1900,JD(U),489,68.11
182|70,182,70,334,Bankipur,BJP,39036,0.2800,INC,158,35.67
19|177,19,177,313,Motihari,BJP,14645,0.0800,VIP,268,41.42
19|76,19,76,325,Motihari,BJP,14645,0.0800,BJP,449,76.49
29|246,29,246,315,Runnisaidpur,JDU,24629,0.1700,IND,16,3.7
181|192,181,192,367,Digha,BJP,46073,0.2700,INC,302,50.17
19|82,19,82,367,Motihari,BJP,14645,0.0800,BJP,713,83.69
19|73,19,73,333,Motihari,BJP,14645,0.0800,VIP,295,39.86
5|241,5,241,316,Lauriya,BJP,29004,0.1900,IND,35,4.42
19|84,19,84,368,Motihari,BJP,14645,0.0800,BJP,90,14.4
181|194,181,194,340,Digha,BJP,46073,0.2700,BJP,271,44.43
19|84,19,84,368,Motihari,BJP,14645,0.0800,IND,4,0.64
5|241,5,241,316,Lauriya,BJP,29004,0.1900,JD(U),546,69.03
189|76,189,76,349,Masaurhi,RJD,32227,0.1700,RJD,241,27.39
29|246,29,246,315,Runnisaidpur,JDU,24629,0.1700,RJD,180,41.67
19|88,19,88,335,Motihari,BJP,14645,0.0800,IND,1,0.16
181|327,181,327,342,Digha,BJP,46073,0.2700,INC,245,50.72
19|100,19,100,367,Motihari,BJP,14645,0.0800,BJP,440,56.77
19|122,19,122,670,Motihari,BJP,14645,0.0800,VIP,121,24.15
51|174,51,174,383,Sikti,BJP,13610,0.0800,BJP,268,46.61
52|213,52,213,350,Bahadurganj,AIMIM,45215,0.2700,CPI,163,21.73
181|328,181,328,334,Digha,BJP,46073,0.2700,IND,11,1.73
3|114,3,114,374,Narkatiaganj,BJP,21134,0.1300,JD(U),470,65.37
19|89,19,89,429,Motihari,BJP,14645,0.0800,VIP,331,44.67
52|270,52,270,317,Bahadurganj,AIMIM,45215,0.2700,CPI,41,10.02
19|94,19,94,441,Motihari,BJP,14645,0.0800,IND,0,0
19|125,19,125,554,Motihari,BJP,14645,0.0800,BJP,367,66.25
30|134,30,134,322,Belsand,RJD,13685,0.1000,JD(U),137,30.31
181|329,181,329,465,Digha,BJP,46073,0.2700,BJP,236,67.62
52|30,52,30,311,Bahadurganj,AIMIM,45215,0.2700,JD(U),416,48.26
19|96,19,96,414,Motihari,BJP,14645,0.0800,IND,3,0.49
181|344,181,344,449,Digha,BJP,46073,0.2700,IND,2,0.59
33|22,33,22,318,Khajauli,BJP,22689,0.1200,BSP,13,3.06
181|356,181,356,313,Digha,BJP,46073,0.2700,BJP,232,55.24
33|22,33,22,318,Khajauli,BJP,22689,0.1200,VIP,51,12
191|6,191,6,425,Bikram,INC,35460,0.2000,JVM,16,2.41
19|75,19,75,634,Motihari,BJP,14645,0.0800,IND,7,1.14
196|5,196,5,349,Tarari,CPI(ML),11015,0.0700,BJP,432,64.48
34|139,34,139,360,Babubarhi,JDU,11488,0.0600,VIP,26,10.08
181|357,181,357,444,Digha,BJP,46073,0.2700,INC,200,36.83
43|106,43,106,330,Supaul,JDU,28099,0.1700,NOTA,18,3.27
19|83,19,83,457,Motihari,BJP,14645,0.0800,IND,4,0.58
198|87,198,87,605,Shahpur,RJD,22883,0.1500,BJP,48,36.64
181|357,181,357,444,Digha,BJP,46073,0.2700,IND,0,0
20|239,20,239,337,Chiraiya,BJP,16874,0.1000,RJD,155,36.99
182|344,182,344,301,Bankipur,BJP,39036,0.2800,IND,1,0.43
204|237,204,237,366,Mohania,RJD,12054,0.0800,INC,345,51.19
186|317,186,317,408,Danapur,RJD,15924,0.0900,RJD,306,53.13
216|120,216,120,332,Jehanabad,RJD,33902,0.2200,RJD,215,37.07
186|329,186,329,415,Danapur,RJD,15924,0.0900,BJP,366,59.32
223|156,223,156,364,Aurangabad,INC,2243,0.0100,RJD,394,85.1
223|230,223,230,301,Aurangabad,INC,2243,0.0100,BSP,3,0.72
231|113,231,113,330,Tikari,HAM,2630,0.0100,RJD,190,38.08
186|68,186,68,427,Danapur,RJD,15924,0.0900,RJD,160,35.01
236|145,236,145,360,Hisua,INC,17091,0.0900,BJP,7,4.14
54|225,54,225,488,Kishanganj,INC,1381,0.0100,INC,359,68.51
186|85,186,85,448,Danapur,RJD,15924,0.0900,RJD,121,18.59
241|135,241,135,302,Jamui,BJP,41049,0.2300,RJD,120,16.71
241|94,241,94,332,Jamui,BJP,41049,0.2300,RJD,157,26.25
188|313,188,313,308,Phulwari,CPI(ML),13857,0.0700,BJP,301,45.13
54|226,54,226,457,Kishanganj,INC,1381,0.0100,INC,235,52.34
188|60,188,60,315,Phulwari,CPI(ML),13857,0.0700,BJP,330,37.2
19|100,19,100,367,Motihari,BJP,14645,0.0800,VIP,318,41.03
30|34,30,34,303,Belsand,RJD,13685,0.1000,IND,1,0.19
19|83,19,83,457,Motihari,BJP,14645,0.0800,VIP,191,27.6
54|233,54,233,363,Kishanganj,INC,1381,0.0100,INC,229,62.57
19|132,19,132,457,Motihari,BJP,14645,0.0800,BJP,205,41.25
30|79,30,79,301,Belsand,RJD,13685,0.1000,JD(U),150,25.64
19|84,19,84,368,Motihari,BJP,14645,0.0800,VIP,507,81.12
19|133,19,133,330,Motihari,BJP,14645,0.0800,VIP,55,12.56
19|86,19,86,421,Motihari,BJP,14645,0.0800,BJP,67,15.33
54|236,54,236,316,Kishanganj,INC,1381,0.0100,JD(U),844,86.48
32|120,32,120,305,Benipatti,BJP,32652,0.2100,IND,2,0.72
54|244,54,244,313,Kishanganj,INC,1381,0.0100,CPI,42,8.88
43|135,43,135,459,Supaul,JDU,28099,0.1700,RJD,101,30.15
33|155,33,155,310,Khajauli,BJP,22689,0.1200,BSP,20,2.95
36|319,36,319,312,Madhubani,RJD,6814,0.0400,IND,4,0.69
242|278,242,278,309,Jhajha,JDU,1679,0.0100,LJPRV,151,50.5
46|286,46,286,323,Narpatganj,BJP,28610,0.1400,BSP,5,1.15
19|89,19,89,429,Motihari,BJP,14645,0.0800,IND,8,1.08
19|125,19,125,554,Motihari,BJP,14645,0.0800,VIP,157,28.34
5|240,5,240,400,Lauriya,BJP,29004,0.1900,RJD,152,21.17
243|60,243,60,340,Chakai,IND,581,0.0000,BSP,5,0.84
39|166,39,166,330,Phulparas,JDU,10966,0.0600,VIP,37,9.61
54|244,54,244,313,Kishanganj,INC,1381,0.0100,JD(U),65,13.74
43|136,43,136,400,Supaul,JDU,28099,0.1700,JD(U),230,69.91
19|126,19,126,467,Motihari,BJP,14645,0.0800,IND,4,0.76
19|95,19,95,418,Motihari,BJP,14645,0.0800,BJP,568,89.31
43|136,43,136,400,Supaul,JDU,28099,0.1700,RJD,78,23.71
54|254,54,254,304,Kishanganj,INC,1381,0.0100,CPI,33,4.09
19|127,19,127,324,Motihari,BJP,14645,0.0800,VIP,563,88.66
45|24,45,24,306,Chhatapur,BJP,20635,0.1000,IND,5,0.89
19|96,19,96,414,Motihari,BJP,14645,0.0800,VIP,189,30.93
45|24,45,24,306,Chhatapur,BJP,20635,0.1000,JD(U),411,73.39
26|179,26,179,390,Sursand,JDU,8876,0.0500,JD(U),532,68.38
19|138,19,138,576,Motihari,BJP,14645,0.0800,IND,1,0.25
19|135,19,135,410,Motihari,BJP,14645,0.0800,BJP,293,62.21
5|200,5,200,335,Lauriya,BJP,29004,0.1900,RJD,186,25.51
19|138,19,138,576,Motihari,BJP,14645,0.0800,VIP,37,9.23
26|180,26,180,346,Sursand,JDU,8876,0.0500,RJD,151,35.45
5|3,5,3,338,Lauriya,BJP,29004,0.1900,IND,15,2.65
19|135,19,135,410,Motihari,BJP,14645,0.0800,VIP,161,34.18
51|130,51,130,306,Sikti,BJP,13610,0.0800,IND,5,1.02
19|139,19,139,353,Motihari,BJP,14645,0.0800,BJP,525,82.16
19|162,19,162,494,Motihari,BJP,14645,0.0800,BJP,341,89.5
19|144,19,144,305,Motihari,BJP,14645,0.0800,IND,2,0.33
19|162,19,162,494,Motihari,BJP,14645,0.0800,VIP,27,7.09
52|16,52,16,333,Bahadurganj,AIMIM,45215,0.2700,CPI,36,4.65
19|167,19,167,598,Motihari,BJP,14645,0.0800,VIP,51,9.48
28|108,28,108,503,Sitamarhi,BJP,11475,0.0600,JD(U),295,79.73
19|178,19,178,375,Motihari,BJP,14645,0.0800,BJP,306,54.16
5|3,5,3,338,Lauriya,BJP,29004,0.1900,RJD,175,30.92
19|179,19,179,327,Motihari,BJP,14645,0.0800,VIP,170,34.55
19|180,19,180,334,Motihari,BJP,14645,0.0800,IND,1,0.18
54|254,54,254,304,Kishanganj,INC,1381,0.0100,INC,186,23.08
194|283,194,283,381,Arrah,BJP,3002,0.0200,CPI(ML)(L),122,32.28
19|75,19,75,634,Motihari,BJP,14645,0.0800,VIP,240,39.15
19|153,19,153,459,Motihari,BJP,14645,0.0800,VIP,188,31.33
51|130,51,130,306,Sikti,BJP,13610,0.0800,BJP,467,95.31
198|87,198,87,605,Shahpur,RJD,22883,0.1500,CPI(ML)(L),66,50.38
19|85,19,85,342,Motihari,BJP,14645,0.0800,IND,3,0.75
19|155,19,155,355,Motihari,BJP,14645,0.0800,IND,7,1.25
52|16,52,16,333,Bahadurganj,AIMIM,45215,0.2700,JD(U),537,69.29
52|298,52,298,391,Bahadurganj,AIMIM,45215,0.2700,JD(U),220,30.39
54|266,54,266,319,Kishanganj,INC,1381,0.0100,INC,302,53.64
2|107,2,107,354,Ramnagar,BJP,15796,0.0800,JD(U),404,76.52
54|224,54,224,326,Kishanganj,INC,1381,0.0100,JD(U),182,25.89
19|88,19,88,335,Motihari,BJP,14645,0.0800,VIP,218,33.9
20|165,20,165,332,Chiraiya,BJP,16874,0.1000,JD(U),253,61.41
54|226,54,226,457,Kishanganj,INC,1381,0.0100,JD(U),130,28.95
52|213,52,213,350,Bahadurganj,AIMIM,45215,0.2700,INC,312,41.6
54|227,54,227,426,Kishanganj,INC,1381,0.0100,CPI,58,21.25
52|270,52,270,317,Bahadurganj,AIMIM,45215,0.2700,INC,150,36.67
54|227,54,227,426,Kishanganj,INC,1381,0.0100,JD(U),38,13.92
223|230,223,230,301,Aurangabad,INC,2243,0.0100,RJD,151,36.47
54|228,54,228,403,Kishanganj,INC,1381,0.0100,INC,332,69.46
52|30,52,30,311,Bahadurganj,AIMIM,45215,0.2700,CPI,65,7.54
54|233,54,233,363,Kishanganj,INC,1381,0.0100,CPI,31,8.47
54|235,54,235,370,Kishanganj,INC,1381,0.0100,JD(U),287,64.49
54|175,54,175,342,Kishanganj,INC,1381,0.0100,INC,181,71.83
54|254,54,254,304,Kishanganj,INC,1381,0.0100,JD(U),547,67.87
54|255,54,255,329,Kishanganj,INC,1381,0.0100,JD(U),21,4.43
54|175,54,175,342,Kishanganj,INC,1381,0.0100,JD(U),3,1.19
54|257,54,257,330,Kishanganj,INC,1381,0.0100,CPI,177,23.44
54|257,54,257,330,Kishanganj,INC,1381,0.0100,JD(U),134,17.75
54|258,54,258,345,Kishanganj,INC,1381,0.0100,CPI,185,20.4
228|266,228,266,342,Barachatti,HAM,6318,0.0300,JD(S),146,26.94
228|266,228,266,342,Barachatti,HAM,6318,0.0300,RJD,379,69.93
54|228,54,228,403,Kishanganj,INC,1381,0.0100,CPI,97,20.29
54|244,54,244,313,Kishanganj,INC,1381,0.0100,INC,347,73.36
231|113,231,113,330,Tikari,HAM,2630,0.0100,BSP,30,6.01
54|258,54,258,345,Kishanganj,INC,1381,0.0100,JD(U),144,15.88
24|10,24,10,334,Bathnaha,BJP,46818,0.2800,JD(U),476,58.19
54|262,54,262,478,Kishanganj,INC,1381,0.0100,INC,290,57.77
54|263,54,263,319,Kishanganj,INC,1381,0.0100,INC,410,42.31
54|284,54,284,346,Kishanganj,INC,1381,0.0100,CPI,18,2.87
54|287,54,287,325,Kishanganj,INC,1381,0.0100,INC,389,49.68
241|128,241,128,323,Jamui,BJP,41049,0.2300,RJD,262,78.92
54|5,54,5,338,Kishanganj,INC,1381,0.0100,JD(U),463,58.09
54|273,54,273,441,Kishanganj,INC,1381,0.0100,CPI,6,1.26
56|127,56,127,339,Amour,AIMIM,52515,0.2900,CPI,9,2.65
241|135,241,135,302,Jamui,BJP,41049,0.2300,BSP,583,81.2
54|279,54,279,325,Kishanganj,INC,1381,0.0100,JD(U),641,78.46
54|284,54,284,346,Kishanganj,INC,1381,0.0100,INC,96,15.31
54|291,54,291,423,Kishanganj,INC,1381,0.0100,JD(U),427,56.04
242|278,242,278,309,Jhajha,JDU,1679,0.0100,BSP,1,0.33
54|5,54,5,338,Kishanganj,INC,1381,0.0100,INC,143,17.94
101|103,101,103,300,Gopalganj,BJP,36752,0.2100,JD(U),128,44.14
56|258,56,258,319,Amour,AIMIM,52515,0.2900,INC,291,37.4
54|273,54,273,441,Kishanganj,INC,1381,0.0100,JD(U),402,84.28
54|90,54,90,300,Kishanganj,INC,1381,0.0100,CPI,27,9.64
56|145,56,145,361,Amour,AIMIM,52515,0.2900,CPI,85,22.02
56|31,56,31,322,Amour,AIMIM,52515,0.2900,INC,201,31.31
54|279,54,279,325,Kishanganj,INC,1381,0.0100,INC,97,11.87
19|95,19,95,418,Motihari,BJP,14645,0.0800,IND,0,0
56|65,56,65,306,Amour,AIMIM,52515,0.2900,INC,404,52.13
56|8,56,8,314,Amour,AIMIM,52515,0.2900,JD(U),29,3.99
54|292,54,292,327,Kishanganj,INC,1381,0.0100,JD(U),333,43.08
101|115,101,115,313,Gopalganj,BJP,36752,0.2100,CPI,20,6.19
58|67,58,67,311,Kasba,INC,17278,0.0900,RJD,10,1.64
19|95,19,95,418,Motihari,BJP,14645,0.0800,VIP,61,9.59
242|278,242,278,309,Jhajha,JDU,1679,0.0100,RJD,130,43.48
28|109,28,109,339,Sitamarhi,BJP,11475,0.0600,JD(U),155,43.18
59|126,59,126,310,Banmankhi,BJP,27743,0.1600,RJD,9,1.03
243|60,243,60,340,Chakai,IND,581,0.0000,LJPRV,552,92.93
58|176,58,176,306,Kasba,INC,17278,0.0900,RJD,4,0.63
196|5,196,5,349,Tarari,CPI(ML),11015,0.0700,IND,5,0.75
28|109,28,109,339,Sitamarhi,BJP,11475,0.0600,RJD,191,53.2
54|85,54,85,303,Kishanganj,INC,1381,0.0100,INC,477,76.94
59|115,59,115,328,Banmankhi,BJP,27743,0.1600,IND,506,60.74
3|139,3,139,360,Narkatiaganj,BJP,21134,0.1300,JD(U),58,31.69
2|107,2,107,354,Ramnagar,BJP,15796,0.0800,IND,4,0.76
56|145,56,145,361,Amour,AIMIM,52515,0.2900,JD(U),3,0.78
25|172,25,172,337,Parihar,BJP,1569,0.0100,JD(U),470,77.94
59|131,59,131,382,Banmankhi,BJP,27743,0.1600,IND,201,33.61
2|107,2,107,354,Ramnagar,BJP,15796,0.0800,RJD,92,17.42
